listing_id,city,state,locality,property_type,area_sqft,builtup_area_sqft,bhk,bathrooms,property_age,year_built,floor,total_floors,furnishing,parking,amenities_count,facing,latitude,longitude,price,price_per_sqft,currency,listing_status,synthetic_data,log_price,location_key
IND-000001,Indore,Madhya Pradesh,Super Corridor,Apartment,1554,1554,3,3,6,2020,2,5,Furnished,1,6,South,22.7224285,75.8102007,6880000,4427.28,INR,Active,True,15.744129,Indore | Super Corridor
IND-006948,Visakhapatnam,Andhra Pradesh,Rushikonda,Villa,1642,1642,3,3,20,2006,0,0,Furnished,0,3,North,17.7878054,83.3722617,8020000,4884.29,INR,Active,True,15.897449,Visakhapatnam | Rushikonda
IND-006949,Kochi,Kerala,Marine Drive,Apartment,1187,1187,2,2,4,2022,7,9,Unfurnished,2,9,North,9.9781703,76.2717456,5850000,4928.39,INR,Active,True,15.581952,Kochi | Marine Drive
IND-006950,Chennai,Tamil Nadu,OMR,Villa,3051,3051,4,4,20,2006,0,0,Furnished,1,8,North-West,12.9375457,80.2350745,20550000,6735.5,INR,Sold,True,16.838372,Chennai | OMR
IND-006951,Delhi,Delhi,Saket,Apartment,1247,1247,2,2,21,2005,7,12,Furnished,0,10,West,28.5367081,77.2048585,14530000,11651.96,INR,Active,True,16.491726,Delhi | Saket
IND-006952,Pune,Maharashtra,Viman Nagar,Apartment,1442,1442,3,3,0,2026,10,13,Furnished,1,3,South-West,18.5686101,73.9276546,11820000,8196.95,INR,Sold,True,16.285304,Pune | Viman Nagar
IND-006953,Lucknow,Uttar Pradesh,Sushant Golf City,Plot,2132,2132,0,0,23,2003,0,0,Semi-Furnished,0,4,South-East,26.7616676,80.995913,5340000,2504.69,INR,Active,True,15.490736,Lucknow | Sushant Golf City
IND-006954,Kolkata,West Bengal,Salt Lake,Apartment,1087,1087,2,2,23,2003,17,17,Unfurnished,0,2,East,22.5870236,88.4578656,4860000,4471.02,INR,Active,True,15.396549,Kolkata | Salt Lake
IND-006955,Nagpur,Maharashtra,Wardha Road,Apartment,2491,2491,4,4,20,2006,5,15,Unfurnished,2,7,East,21.0963803,79.0421586,6560000,2633.48,INR,Active,True,15.696501,Nagpur | Wardha Road
IND-006956,Mumbai,Maharashtra,Thane,Apartment,1118,1118,2,2,14,2012,14,19,Furnished,2,11,East,19.2258963,72.9792852,21210000,18971.38,INR,Sold,True,16.869983,Mumbai | Thane
IND-006957,Mumbai,Maharashtra,Bandra,Apartment,2398,2398,4,4,9,2017,12,19,Unfurnished,2,5,West,19.0622837,72.8437862,55420000,23110.93,INR,Sold,True,17.830451,Mumbai | Bandra
IND-006958,Bengaluru,Karnataka,Koramangala,Apartment,859,859,2,2,10,2016,1,10,Furnished,0,9,North-East,12.9339402,77.6160643,9520000,11082.65,INR,Active,True,16.068906,Bengaluru | Koramangala
IND-006959,Lucknow,Uttar Pradesh,Hazratganj,Apartment,1601,1601,3,4,2,2024,1,10,Furnished,1,7,West,26.847106,80.951796,7780000,4859.46,INR,Sold,True,15.867067,Lucknow | Hazratganj
IND-006960,Indore,Madhya Pradesh,Vijay Nagar,Apartment,1359,1359,3,4,16,2010,11,19,Unfurnished,1,1,East,22.7468396,75.8997768,4220000,3105.22,INR,Active,True,15.255346,Indore | Vijay Nagar
IND-006961,Ahmedabad,Gujarat,Thaltej,Apartment,2290,2290,4,4,20,2006,10,14,Semi-Furnished,1,7,East,23.0569487,72.5054511,13050000,5698.69,INR,Active,True,16.384299,Ahmedabad | Thaltej
IND-006962,Visakhapatnam,Andhra Pradesh,Dwaraka Nagar,Villa,3705,3705,4,4,23,2003,0,0,Semi-Furnished,2,8,West,17.7260022,83.3057569,14750000,3981.11,INR,Active,True,16.506754,Visakhapatnam | Dwaraka Nagar
IND-006963,Indore,Madhya Pradesh,Super Corridor,Apartment,1161,1161,2,2,21,2005,8,10,Unfurnished,2,12,North-West,22.7319228,75.8106926,3750000,3229.97,INR,Active,True,15.137267,Indore | Super Corridor
IND-006964,Nagpur,Maharashtra,Mihan,Villa,4024,4024,5,6,16,2010,0,0,Unfurnished,0,2,South,21.0777072,78.9373093,12350000,3069.09,INR,Active,True,16.329167,Nagpur | Mihan
IND-006965,Indore,Madhya Pradesh,Vijay Nagar,Apartment,1364,1364,3,4,11,2015,9,14,Furnished,2,4,North-West,22.7513444,75.8923314,5250000,3848.97,INR,Active,True,15.473739,Indore | Vijay Nagar
IND-006966,Jaipur,Rajasthan,Malviya Nagar,Apartment,803,803,1,2,17,2009,15,25,Unfurnished,1,7,North,26.8561519,75.8153217,2720000,3387.3,INR,Active,True,14.816143,Jaipur | Malviya Nagar
IND-006967,Bengaluru,Karnataka,Indiranagar,Apartment,1271,1271,2,3,11,2015,20,25,Furnished,2,7,South-East,12.9739699,77.6388488,12280000,9661.68,INR,Sold,True,16.323483,Bengaluru | Indiranagar
IND-006968,Chandigarh,Chandigarh,Zirakpur,Apartment,2310,2310,4,4,24,2002,10,17,Semi-Furnished,2,8,North-East,30.6420121,76.8194627,13290000,5753.25,INR,Active,True,16.402523,Chandigarh | Zirakpur
IND-006969,Coimbatore,Tamil Nadu,RS Puram,Apartment,1571,1571,3,3,7,2019,22,32,Unfurnished,3,8,East,11.0055048,76.9516077,6220000,3959.26,INR,Active,True,15.643281,Coimbatore | RS Puram
IND-006970,Delhi,Delhi,Dwarka,Apartment,1331,1331,3,3,1,2025,10,20,Semi-Furnished,1,4,East,28.59534,77.0491738,15400000,11570.25,INR,Sold,True,16.549878,Delhi | Dwarka
IND-006971,Visakhapatnam,Andhra Pradesh,Dwaraka Nagar,Apartment,2122,2122,4,4,21,2005,12,22,Unfurnished,1,11,South-East,17.7147885,83.3019799,7370000,3473.14,INR,Active,True,15.812928,Visakhapatnam | Dwaraka Nagar
IND-006972,Pune,Maharashtra,Hadapsar,Apartment,868,868,1,1,1,2025,10,15,Furnished,1,7,South-East,18.5167937,73.9338143,6540000,7534.56,INR,Active,True,15.693448,Pune | Hadapsar
IND-006973,Lucknow,Uttar Pradesh,Hazratganj,Apartment,1674,1674,3,3,20,2006,12,22,Semi-Furnished,3,1,North-West,26.8399227,80.9468258,6150000,3673.84,INR,Active,True,15.631963,Lucknow | Hazratganj
IND-006974,Mumbai,Maharashtra,Navi Mumbai,Apartment,924,924,2,3,0,2026,24,31,Unfurnished,1,10,West,19.0360871,73.0342363,16400000,17748.92,INR,Active,True,16.612792,Mumbai | Navi Mumbai
IND-006975,Mumbai,Maharashtra,Thane,Independent House,2839,2839,4,4,7,2019,0,0,Unfurnished,2,10,North-East,19.2214402,72.9685652,40150000,14142.3,INR,Active,True,17.508133,Mumbai | Thane
IND-006976,Coimbatore,Tamil Nadu,Saravanampatti,Apartment,1417,1417,3,3,24,2002,1,6,Furnished,1,5,South,11.0835849,76.9973164,4900000,3458.01,INR,Sold,True,15.404746,Coimbatore | Saravanampatti
IND-006977,Ahmedabad,Gujarat,Prahlad Nagar,Plot,2263,2263,0,0,4,2022,0,0,Furnished,1,7,South-West,23.0078494,72.5043991,9660000,4268.67,INR,Active,True,16.083504,Ahmedabad | Prahlad Nagar
IND-006978,Lucknow,Uttar Pradesh,Gomti Nagar,Apartment,1339,1339,3,4,18,2008,8,10,Furnished,1,3,West,26.8540972,80.988146,7120000,5317.4,INR,Active,True,15.778418,Lucknow | Gomti Nagar
IND-006979,Nagpur,Maharashtra,Hingna,Apartment,1304,1304,3,3,24,2002,24,25,Unfurnished,2,1,North-East,21.101064,78.9942957,3510000,2691.72,INR,Sold,True,15.071127,Nagpur | Hingna
IND-006980,Lucknow,Uttar Pradesh,Aliganj,Villa,2638,2638,4,4,8,2018,0,0,Unfurnished,0,12,East,26.8869652,80.9429969,11090000,4203.94,INR,Active,True,16.221554,Lucknow | Aliganj
IND-006981,Chennai,Tamil Nadu,OMR,Apartment,1338,1338,2,2,18,2008,13,20,Semi-Furnished,1,8,North-East,12.9348426,80.2432916,8320000,6218.24,INR,Sold,True,15.934173,Chennai | OMR
IND-006982,Coimbatore,Tamil Nadu,RS Puram,Apartment,1192,1192,2,2,24,2002,5,12,Semi-Furnished,1,12,North,11.0184916,76.9524233,3720000,3120.81,INR,Active,True,15.129234,Coimbatore | RS Puram
IND-006983,Pune,Maharashtra,Kharadi,Apartment,1443,1443,2,2,25,2001,16,24,Unfurnished,3,5,North-West,18.5334134,73.9382475,8770000,6077.62,INR,Active,True,15.986847,Pune | Kharadi
IND-006984,Indore,Madhya Pradesh,Rau,Independent House,2924,2924,4,4,13,2013,0,0,Furnished,1,7,North-West,22.63952,75.8118031,9380000,3207.93,INR,Sold,True,16.05409,Indore | Rau
IND-006985,Jaipur,Rajasthan,Mansarovar,Villa,2280,2280,3,4,8,2018,0,0,Semi-Furnished,3,12,South-East,26.8499335,75.7606416,11730000,5144.74,INR,Active,True,16.27766,Jaipur | Mansarovar
IND-006986,Chandigarh,Chandigarh,Zirakpur,Independent House,1777,1777,3,3,2,2024,0,0,Furnished,0,1,South-West,30.6403671,76.8167431,10320000,5807.54,INR,Sold,True,16.149594,Chandigarh | Zirakpur
IND-006987,Kochi,Kerala,Tripunithura,Apartment,1390,1390,3,3,3,2023,12,16,Unfurnished,1,1,South-East,9.9446989,76.3378378,6640000,4776.98,INR,Active,True,15.708623,Kochi | Tripunithura
IND-006988,Coimbatore,Tamil Nadu,Saravanampatti,Independent House,1338,1338,2,2,15,2011,0,0,Furnished,1,2,South-West,11.076734,76.9917883,4190000,3131.54,INR,Active,True,15.248212,Coimbatore | Saravanampatti
IND-006989,Jaipur,Rajasthan,Malviya Nagar,Apartment,1723,1723,3,3,21,2005,10,18,Semi-Furnished,2,8,North,26.8505915,75.8102494,7130000,4138.13,INR,Active,True,15.779822,Jaipur | Malviya Nagar
IND-006990,Jaipur,Rajasthan,Mansarovar,Apartment,1256,1256,2,2,15,2011,6,15,Semi-Furnished,1,11,South-West,26.8444935,75.7595783,5060000,4028.66,INR,Active,True,15.436877,Jaipur | Mansarovar
IND-006991,Ahmedabad,Gujarat,Bopal,Apartment,1579,1579,3,3,17,2009,8,14,Unfurnished,1,4,North-West,23.0363056,72.4577875,8020000,5079.16,INR,Active,True,15.897449,Ahmedabad | Bopal
IND-006992,Delhi,Delhi,Vasant Kunj,Villa,2279,2279,3,4,20,2006,0,0,Semi-Furnished,1,11,North-West,28.5237909,77.163743,21890000,9605.09,INR,Sold,True,16.901541,Delhi | Vasant Kunj
IND-006993,Lucknow,Uttar Pradesh,Hazratganj,Independent House,2037,2037,3,3,5,2021,0,0,Semi-Furnished,3,11,West,26.8400492,80.9485856,7830000,3843.89,INR,Active,True,15.873473,Lucknow | Hazratganj
IND-006994,Jaipur,Rajasthan,Malviya Nagar,Independent House,800,800,2,2,9,2017,0,0,Semi-Furnished,2,2,North-East,26.8425182,75.8133471,3440000,4300.0,INR,Active,True,15.050982,Jaipur | Malviya Nagar
IND-006995,Pune,Maharashtra,Wakad,Villa,2272,2272,3,4,0,2026,0,0,Unfurnished,0,9,West,18.6012896,73.7750603,17540000,7720.07,INR,Active,True,16.679995,Pune | Wakad
IND-006996,Indore,Madhya Pradesh,Rau,Apartment,1113,1113,2,3,0,2026,10,10,Furnished,0,12,West,22.6253821,75.8078062,4900000,4402.52,INR,Active,True,15.404746,Indore | Rau
IND-006997,Visakhapatnam,Andhra Pradesh,Madhurawada,Independent House,1729,1729,3,3,15,2011,0,0,Unfurnished,3,10,West,17.8135707,83.3785391,5900000,3412.38,INR,Active,True,15.590463,Visakhapatnam | Madhurawada
IND-006998,Ahmedabad,Gujarat,Gota,Apartment,858,858,2,2,2,2024,6,15,Furnished,0,1,North-East,23.0712988,72.5249628,6110000,7121.21,INR,Active,True,15.625437,Ahmedabad | Gota
IND-006999,Jaipur,Rajasthan,Malviya Nagar,Independent House,1338,1338,2,3,18,2008,0,0,Furnished,2,10,East,26.8525678,75.8107996,5480000,4095.67,INR,Active,True,15.516616,Jaipur | Malviya Nagar
IND-007000,Lucknow,Uttar Pradesh,Aliganj,Apartment,1856,1856,3,4,1,2025,4,12,Semi-Furnished,3,1,South,26.8828858,80.9344115,9300000,5010.78,INR,Sold,True,16.045525,Lucknow | Aliganj
IND-007001,Chennai,Tamil Nadu,Anna Nagar,Independent House,1945,1945,3,4,21,2005,0,0,Unfurnished,3,0,West,13.0774858,80.2038003,9330000,4796.92,INR,Sold,True,16.048746,Chennai | Anna Nagar
IND-007002,Visakhapatnam,Andhra Pradesh,MVP Colony,Apartment,1213,1213,2,2,21,2005,8,16,Furnished,2,11,South-East,17.7467337,83.3298467,4950000,4080.79,INR,Sold,True,15.414898,Visakhapatnam | MVP Colony
IND-007003,Bengaluru,Karnataka,Koramangala,Plot,3129,3129,0,0,16,2010,0,0,Furnished,2,8,West,12.9296398,77.6191233,22290000,7123.68,INR,Active,True,16.919649,Bengaluru | Koramangala
IND-007004,Indore,Madhya Pradesh,Super Corridor,Apartment,2202,2202,4,4,13,2013,9,12,Furnished,2,12,North,22.7269995,75.8157695,9350000,4246.14,INR,Active,True,16.050887,Indore | Super Corridor
IND-007005,Visakhapatnam,Andhra Pradesh,Madhurawada,Plot,2059,2059,0,0,18,2008,0,0,Unfurnished,2,3,North,17.811723,83.3754934,5290000,2569.21,INR,Active,True,15.481329,Visakhapatnam | Madhurawada
IND-007006,Jaipur,Rajasthan,Vaishali Nagar,Apartment,1743,1743,3,3,0,2026,12,18,Furnished,0,11,South-East,26.9047852,75.7373905,8500000,4876.65,INR,Sold,True,15.955577,Jaipur | Vaishali Nagar
IND-007007,Delhi,Delhi,Vasant Kunj,Apartment,1645,1645,3,3,18,2008,1,4,Unfurnished,0,0,South-West,28.5286887,77.1546499,13500000,8206.69,INR,Active,True,16.4182,Delhi | Vasant Kunj
IND-007008,Mumbai,Maharashtra,Andheri,Independent House,2128,2128,3,3,17,2009,0,0,Semi-Furnished,1,2,South-East,19.1101911,72.8433738,40460000,19013.16,INR,Active,True,17.515824,Mumbai | Andheri
IND-007009,Visakhapatnam,Andhra Pradesh,Dwaraka Nagar,Plot,4218,4218,0,0,6,2020,0,0,Furnished,3,2,North,17.7185003,83.3028279,12700000,3010.91,INR,Active,True,16.357113,Visakhapatnam | Dwaraka Nagar
IND-007010,Coimbatore,Tamil Nadu,Gandhipuram,Apartment,1172,1172,2,3,3,2023,25,35,Semi-Furnished,1,6,North-West,11.024496,76.9573404,5240000,4470.99,INR,Active,True,15.471832,Coimbatore | Gandhipuram
IND-007011,Indore,Madhya Pradesh,Super Corridor,Apartment,1869,1869,4,4,2,2024,3,11,Unfurnished,1,3,North,22.7253698,75.8152874,8430000,4510.43,INR,Active,True,15.947307,Indore | Super Corridor
IND-007012,Visakhapatnam,Andhra Pradesh,Gajuwaka,Apartment,1706,1706,3,3,1,2025,15,18,Semi-Furnished,1,11,North-West,17.69301,83.2243411,7510000,4402.11,INR,Active,True,15.831746,Visakhapatnam | Gajuwaka
IND-007013,Jaipur,Rajasthan,C-Scheme,Apartment,2393,2393,4,4,20,2006,15,16,Unfurnished,1,0,West,26.9164279,75.7974173,8450000,3531.13,INR,Sold,True,15.949677,Jaipur | C-Scheme
IND-007014,Nagpur,Maharashtra,Sadar,Apartment,1892,1892,3,3,5,2021,19,21,Unfurnished,2,3,South-West,21.1637311,79.0723342,6670000,3525.37,INR,Active,True,15.713131,Nagpur | Sadar
IND-007015,Kochi,Kerala,Aluva,Apartment,2217,2217,4,4,8,2018,15,22,Unfurnished,3,3,West,10.119594,76.3519716,12560000,5665.31,INR,Active,True,16.346028,Kochi | Aluva
IND-007016,Delhi,Delhi,Lajpat Nagar,Apartment,1600,1600,3,3,21,2005,14,22,Unfurnished,3,9,North,28.5606977,77.2446967,13710000,8568.75,INR,Active,True,16.433636,Delhi | Lajpat Nagar
IND-007017,Mumbai,Maharashtra,Navi Mumbai,Apartment,1276,1276,2,2,14,2012,2,5,Furnished,1,10,North-West,19.037976,73.0379337,18800000,14733.54,INR,Active,True,16.749367,Mumbai | Navi Mumbai
IND-007018,Chandigarh,Chandigarh,Mohali,Villa,2483,2483,3,3,3,2023,0,0,Furnished,0,2,South-West,30.7067328,76.7200922,25780000,10382.6,INR,Active,True,17.06511,Chandigarh | Mohali
IND-007019,Lucknow,Uttar Pradesh,Indira Nagar,Villa,3155,3155,4,5,17,2009,0,0,Unfurnished,2,11,South-East,26.8832258,81.0168215,14380000,4557.84,INR,Sold,True,16.481349,Lucknow | Indira Nagar
IND-007020,Indore,Madhya Pradesh,Rau,Villa,2390,2390,3,4,10,2016,0,0,Unfurnished,0,12,North-West,22.636726,75.8111355,9670000,4046.03,INR,Active,True,16.084539,Indore | Rau
IND-007021,Chandigarh,Chandigarh,Mohali,Apartment,1166,1166,2,3,11,2015,8,14,Furnished,0,0,South-West,30.7076586,76.7135454,9580000,8216.12,INR,Sold,True,16.075188,Chandigarh | Mohali
IND-007022,Delhi,Delhi,Dwarka,Villa,3759,3759,5,5,14,2012,0,0,Unfurnished,0,4,North,28.5916131,77.0555492,33950000,9031.66,INR,Active,True,17.340399,Delhi | Dwarka
IND-007023,Jaipur,Rajasthan,Malviya Nagar,Apartment,1641,1641,3,3,9,2017,24,26,Furnished,0,3,South,26.8552381,75.8078469,7530000,4588.67,INR,Active,True,15.834406,Jaipur | Malviya Nagar
IND-007024,Lucknow,Uttar Pradesh,Mahanagar,Independent House,1775,1775,3,3,5,2021,0,0,Semi-Furnished,1,7,West,26.873409,80.9766161,7250000,4084.51,INR,Sold,True,15.796512,Lucknow | Mahanagar
IND-007025,Coimbatore,Tamil Nadu,Singanallur,Plot,3841,3841,0,0,23,2003,0,0,Furnished,1,2,North-East,11.0005119,77.0319777,8640000,2249.41,INR,Active,True,15.971913,Coimbatore | Singanallur
IND-007026,Bengaluru,Karnataka,Whitefield,Independent House,2273,2273,3,4,12,2014,0,0,Furnished,0,1,South,12.963899,77.7452823,19450000,8556.97,INR,Active,True,16.783358,Bengaluru | Whitefield
IND-007027,Indore,Madhya Pradesh,Scheme 78,Independent House,1392,1392,2,3,9,2017,0,0,Furnished,1,5,North-East,22.7449362,75.9063174,5830000,4188.22,INR,Active,True,15.578528,Indore | Scheme 78
IND-007028,Coimbatore,Tamil Nadu,Peelamedu,Apartment,500,500,1,1,11,2015,24,28,Furnished,2,0,North,11.0207182,77.0252842,2060000,4120.0,INR,Active,True,14.538217,Coimbatore | Peelamedu
IND-007029,Bengaluru,Karnataka,HSR Layout,Independent House,1820,1820,3,3,24,2002,0,0,Unfurnished,2,2,West,12.909254,77.6468545,12180000,6692.31,INR,Active,True,16.315306,Bengaluru | HSR Layout
IND-007030,Ahmedabad,Gujarat,Prahlad Nagar,Apartment,1314,1314,3,4,15,2011,25,31,Unfurnished,1,10,South,23.0083529,72.5122506,6640000,5053.27,INR,Sold,True,15.708623,Ahmedabad | Prahlad Nagar
IND-007031,Indore,Madhya Pradesh,Super Corridor,Apartment,1225,1225,2,2,9,2017,15,16,Furnished,2,12,North-East,22.7359845,75.8123622,4800000,3918.37,INR,Active,True,15.384127,Indore | Super Corridor
IND-007032,Kochi,Kerala,Marine Drive,Apartment,1671,1671,3,4,14,2012,24,27,Semi-Furnished,2,2,South-East,9.9823514,76.2805081,7980000,4775.58,INR,Sold,True,15.892449,Kochi | Marine Drive
IND-007033,Chandigarh,Chandigarh,Sector 34,Apartment,1065,1065,2,2,10,2016,25,34,Furnished,1,0,South-West,30.7234338,76.7589679,7640000,7173.71,INR,Active,True,15.848908,Chandigarh | Sector 34
IND-007034,Pune,Maharashtra,Viman Nagar,Villa,3030,3030,3,4,6,2020,0,0,Semi-Furnished,0,1,North,18.56907,73.9177438,25220000,8323.43,INR,Active,True,17.043148,Pune | Viman Nagar
IND-007035,Nagpur,Maharashtra,Sadar,Villa,2952,2952,4,4,18,2008,0,0,Semi-Furnished,1,4,North-West,21.1598719,79.0849166,11340000,3841.46,INR,Active,True,16.243847,Nagpur | Sadar
IND-007036,Ahmedabad,Gujarat,Chandkheda,Villa,1719,1719,3,4,19,2007,0,0,Unfurnished,1,2,South-West,23.1124158,72.5876972,8470000,4927.28,INR,Active,True,15.952041,Ahmedabad | Chandkheda
IND-007037,Pune,Maharashtra,Hinjewadi,Villa,4113,4113,5,5,6,2020,0,0,Unfurnished,3,12,West,18.6015038,73.7395273,26230000,6377.34,INR,Active,True,17.082414,Pune | Hinjewadi
IND-007038,Delhi,Delhi,Lajpat Nagar,Apartment,990,990,1,1,8,2018,1,8,Furnished,0,11,North-East,28.5682919,77.2457451,9930000,10030.3,INR,Sold,True,16.111071,Delhi | Lajpat Nagar
IND-007039,Kochi,Kerala,Marine Drive,Apartment,1674,1674,3,3,19,2007,22,23,Semi-Furnished,2,8,South,9.9732605,76.2774021,7400000,4420.55,INR,Active,True,15.816991,Kochi | Marine Drive
IND-007040,Jaipur,Rajasthan,Vaishali Nagar,Apartment,1498,1498,3,3,24,2002,5,5,Semi-Furnished,1,2,East,26.900099,75.7378885,5190000,3464.62,INR,Sold,True,15.462244,Jaipur | Vaishali Nagar
IND-007041,Chennai,Tamil Nadu,Porur,Independent House,1811,1811,3,3,24,2002,0,0,Unfurnished,1,10,West,13.0372637,80.1541186,8550000,4721.15,INR,Active,True,15.961442,Chennai | Porur
IND-007042,Pune,Maharashtra,Viman Nagar,Plot,1442,1442,0,0,2,2024,0,0,Semi-Furnished,1,2,North-West,18.5612311,73.9152754,7380000,5117.89,INR,Active,True,15.814284,Pune | Viman Nagar
IND-007043,Kolkata,West Bengal,Alipore,Apartment,1779,1779,3,4,23,2003,19,23,Unfurnished,1,2,West,22.5302199,88.3286089,8340000,4688.03,INR,Active,True,15.936574,Kolkata | Alipore
IND-007044,Chandigarh,Chandigarh,Panchkula,Plot,1160,1160,0,0,16,2010,0,0,Unfurnished,1,6,West,30.6944355,76.8689898,4680000,4034.48,INR,Active,True,15.358809,Chandigarh | Panchkula
IND-007045,Jaipur,Rajasthan,Vaishali Nagar,Villa,2067,2067,3,3,20,2006,0,0,Furnished,3,0,South-West,26.9037974,75.7354539,11100000,5370.1,INR,Active,True,16.222456,Jaipur | Vaishali Nagar
IND-007046,Visakhapatnam,Andhra Pradesh,Madhurawada,Independent House,1506,1506,2,3,24,2002,0,0,Semi-Furnished,0,1,North-East,17.8125744,83.3762622,4160000,2762.28,INR,Active,True,15.241026,Visakhapatnam | Madhurawada
IND-007047,Ahmedabad,Gujarat,Thaltej,Villa,2326,2326,3,3,23,2003,0,0,Unfurnished,0,1,South,23.0506716,72.5116318,10710000,4604.47,INR,Active,True,16.186689,Ahmedabad | Thaltej
IND-007048,Chennai,Tamil Nadu,Adyar,Apartment,1054,1054,2,2,15,2011,1,5,Unfurnished,2,7,North-West,13.0072896,80.2638168,6590000,6252.37,INR,Active,True,15.701064,Chennai | Adyar
IND-007049,Chandigarh,Chandigarh,Mohali,Plot,1212,1212,0,0,19,2007,0,0,Semi-Furnished,0,2,East,30.7072835,76.7148347,5120000,4224.42,INR,Sold,True,15.448665,Chandigarh | Mohali
IND-007050,Kolkata,West Bengal,Ballygunge,Villa,4283,4283,5,5,8,2018,0,0,Semi-Furnished,2,5,North,22.5294585,88.3671426,23530000,5493.81,INR,Active,True,16.973787,Kolkata | Ballygunge
IND-007051,Kochi,Kerala,Kakkanad,Independent House,1355,1355,3,3,20,2006,0,0,Unfurnished,2,8,South-West,10.007895,76.3532323,6230000,4597.79,INR,Active,True,15.644887,Kochi | Kakkanad
IND-007052,Nagpur,Maharashtra,Manish Nagar,Independent House,2348,2348,4,5,18,2008,0,0,Unfurnished,2,2,North-East,21.0876144,79.0673635,6600000,2810.9,INR,Active,True,15.70258,Nagpur | Manish Nagar
IND-007053,Indore,Madhya Pradesh,Palasia,Apartment,1041,1041,2,2,15,2011,12,17,Furnished,2,4,North,22.7201503,75.8523155,3540000,3400.58,INR,Active,True,15.079638,Indore | Palasia
IND-007054,Jaipur,Rajasthan,Vaishali Nagar,Plot,2694,2694,0,0,9,2017,0,0,Furnished,2,12,North-East,26.9084733,75.7283318,10870000,4034.89,INR,Active,True,16.201517,Jaipur | Vaishali Nagar
IND-007055,Chennai,Tamil Nadu,Anna Nagar,Independent House,2456,2456,3,4,18,2008,0,0,Unfurnished,1,4,North-East,13.0865454,80.2066546,13430000,5468.24,INR,Sold,True,16.413002,Chennai | Anna Nagar
IND-007056,Mumbai,Maharashtra,Thane,Apartment,779,779,1,2,12,2014,1,5,Semi-Furnished,0,11,South-East,19.2339595,72.9912516,13440000,17252.89,INR,Active,True,16.413746,Mumbai | Thane
IND-007057,Mumbai,Maharashtra,Navi Mumbai,Villa,2312,2312,4,4,12,2014,0,0,Semi-Furnished,3,10,North-East,19.0334651,73.0377613,42880000,18546.71,INR,Sold,True,17.573916,Mumbai | Navi Mumbai
IND-007058,Mumbai,Maharashtra,Thane,Apartment,1634,1634,3,4,13,2013,12,19,Semi-Furnished,3,10,North-West,19.2186227,72.975788,29350000,17962.06,INR,Sold,True,17.194803,Mumbai | Thane
IND-007059,Nagpur,Maharashtra,Manish Nagar,Apartment,1327,1327,2,2,18,2008,5,14,Unfurnished,2,0,North-East,21.0954634,79.0757051,4930000,3715.15,INR,Active,True,15.41085,Nagpur | Manish Nagar
IND-007060,Chennai,Tamil Nadu,Adyar,Independent House,2270,2270,3,3,4,2022,0,0,Semi-Furnished,2,12,North-East,13.0044075,80.2553987,16810000,7405.29,INR,Active,True,16.637485,Chennai | Adyar
IND-007061,Kolkata,West Bengal,Rajarhat,Independent House,2228,2228,3,3,2,2024,0,0,Unfurnished,0,4,North,22.6190063,88.4715547,10610000,4762.12,INR,Active,True,16.177308,Kolkata | Rajarhat
IND-007062,Pune,Maharashtra,Baner,Villa,3851,3851,5,6,12,2014,0,0,Unfurnished,2,5,South-West,18.5537386,73.7886383,28550000,7413.66,INR,Active,True,17.167168,Pune | Baner
IND-007063,Indore,Madhya Pradesh,Vijay Nagar,Independent House,2191,2191,3,4,7,2019,0,0,Furnished,2,12,South-East,22.7499589,75.8888524,8740000,3989.05,INR,Active,True,15.983421,Indore | Vijay Nagar
IND-007064,Lucknow,Uttar Pradesh,Mahanagar,Plot,2311,2311,0,0,8,2018,0,0,Unfurnished,1,5,North-East,26.8694437,80.982046,7770000,3362.18,INR,Active,True,15.865781,Lucknow | Mahanagar
IND-007065,Delhi,Delhi,Vasant Kunj,Independent House,1857,1857,3,3,6,2020,0,0,Unfurnished,2,2,North,28.5316415,77.1688522,18080000,9736.13,INR,Active,True,16.710317,Delhi | Vasant Kunj
IND-007066,Kolkata,West Bengal,New Town,Apartment,1722,1722,3,3,6,2020,8,16,Furnished,2,0,South-East,22.5736537,88.4263022,10110000,5871.08,INR,Active,True,16.129036,Kolkata | New Town
IND-007067,Kochi,Kerala,Vyttila,Apartment,1477,1477,3,3,24,2002,12,20,Furnished,2,12,East,9.968825,76.3247141,7480000,5064.32,INR,Active,True,15.827743,Kochi | Vyttila
IND-007068,Ahmedabad,Gujarat,Gota,Apartment,1357,1357,3,4,4,2022,20,24,Furnished,1,3,East,23.0817894,72.5250538,7820000,5762.71,INR,Sold,True,15.872195,Ahmedabad | Gota
IND-007069,Jaipur,Rajasthan,Tonk Road,Independent House,1472,1472,3,4,16,2010,0,0,Unfurnished,1,3,South-West,26.868073,75.8024786,4590000,3118.21,INR,Active,True,15.339391,Jaipur | Tonk Road
IND-007070,Pune,Maharashtra,Hinjewadi,Apartment,1958,1958,3,4,11,2015,3,11,Unfurnished,0,3,North-West,18.5852946,73.7301944,11830000,6041.88,INR,Active,True,16.286149,Pune | Hinjewadi
IND-007071,Kolkata,West Bengal,New Town,Apartment,1753,1753,3,3,18,2008,22,32,Semi-Furnished,0,10,South-West,22.566811,88.4270151,9050000,5162.58,INR,Sold,True,16.018275,Kolkata | New Town
